# fcst-reason-struct-pilot 输入渲染（由 sample_fcst_reason_pilot.py seed=17 生成）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/
#       non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=400 type=预增 ts_code=300548.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 1、受仪器仪表行业景气度复苏及公司自身销售政策优化等因素影响，报告期内公司产品的销售数量和销售金额均较上年同期明显增长，使得公司本报告期仪器仪表业务收入及利润情况均好于上年同期。2、报告期内公司完成重大资产重组，以现金收购了上海紫燕机械技术有限公司51%的股权，增加了汽车检具的生产和销售业务。上海紫燕机械技术有限公司2021年经营情况良好，对提升公司报告期的经营业绩起到了较为积极的作用。

### ordinal=455 type=预增 ts_code=002625.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 公司2021年年度经营业绩变化的主要原因为：公司超材料产品竞争优势凸显，公司前期参与的多个研发项目已进入批产阶段，批产收入大幅增长，超材料业务较上年同期快速增长；受大宗商品原材料价格上涨的原因，公司汽车零部件业务毛利率较上年同期有所下降。以上因素导致公司2021年年度的净利润以及扣非后的净利润相比去年同期大幅增加。

### ordinal=456 type=预增 ts_code=300062.SZ end_date=20211231 ann_date=20220120 update_flag=1
REASON: 1、公司近几年对业务板块进行了全面的梳理，对亏损或盈利较差的资产进行了剥离，公司子公司的汇兑损益、资产处理损失较上年同期减少，费用支出同比降低；同时公司全面聚焦主营业务，积极开拓电力市场，加强内部精细化管理，紧抓新能源行业发展良机，公司主营业务收入较上年同期有所增长，公司整体盈利水平有所提升。2、2021年度归属于母公司非经常性损益金额预计约为360万元—450万元。

### ordinal=457 type=预增 ts_code=300747.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 1、报告期内，激光器市场整体需求旺盛。市场方面，锐科激光作为国内光纤激光器龙头企业，面对行业发展出现的机遇期，公司充分发挥自身的竞争优势，在产业链垂直整合、研发技术和品牌影响力等方面不断提升公司综合竞争实力，同时在激光焊接、激光熔覆、新能源、3D打印、船舶制造、航空航天等高端应用领域持续发力，成功向市场推出环形光斑焊接激光器、复合清洗激光器等多款面向高端应用领域的新产品，致使激光器销量和营业收入稳步提升，公司净利润保持增长。此外，子公司通过技术突破，进一步完善了锐科激光的上游产业链，扩大了公司的产品线，特种光纤、超快激光器等板块为公司提供了一定的利润支撑。2、2021年度，公司规模持续扩大，研发投入持续增长，致使公司研发费用、管理费用等较于上一年度增幅较大；同时，下半年销售返点同比增加，一定程度上影响当期利润。3、2021年1-12月，预计非经常性损益对归属于上市公司股东的净利润的影响金额为5,500.00万元-6,000.00万元，主要系本期收到的政府补助和本期结转的其他收益所致。上年同期，非经常性损益对归属于上市公司股东的净利润的影响金额为4,659.11万元。

### ordinal=458 type=预增 ts_code=300796.SZ end_date=20220930 ann_date=20220927 update_flag=1
REASON: 2022年前三季度公司全体员工齐心协力，努力进取，推动了公司持续健康良好发展，业绩增长原因具体如下：1、公司专注于环保型农药和中间体业务，在快速发展的同时建立了稳定的客户群体，并持续开拓如国际农化龙头企业德国巴斯夫公司等新的优质客户；2、同时，公司积极应对市场变化，产品质量稳定，主营产品的销售定价有所提升；3、公司扎实推进各项工作，继续坚持以技术创新为驱动，以客户需求为导向，全面实施精细化管理，积极推进向数字化、信息化、智能化管理转型，巩固公司在行业内的优势地位，提升盈利能力。报告期内，预计非经常性损益对归属于上市公司股东净利润的影响金额约为280.78万元-292.04万元，主要为取得的各项政府补贴。

### ordinal=459 type=预增 ts_code=300867.SZ end_date=20211231 ann_date=20220121 update_flag=1
REASON: 报告期内，公司业绩变动的主要原因为：（一）报告期内，公司下属山东郓城圣元环保电力有限公司生活垃圾焚烧发电项目二期于2021年5月31日纳入2021年第十批可再生能源发电补贴项目清单；公司下属莆田市生活垃圾焚烧发电厂三期（前阶段）及三期（后阶段）扩建项目、南安市城市生活垃圾焚烧发电厂三期工程和曹县生活垃圾焚烧发电项目等四个项目于2021年6月15日纳入2021年第十一批可再生能源发电补贴项目清单。公司基于会计上谨慎性原则，在垃圾焚烧发电项目纳入可再生能源补贴项目清单后，一次性确认自开始运营至正式纳入可再生能源补贴项目清单期间的累计收入。报告期内，公司一次性确认的上述可再生资源补贴共计增加本年度归母净利润约19,00万元。（二）公司认购中原前海股权投资基金（有限合伙）亿元投资份额，截止2021年12月31日实际出资2.25亿元。报告期内，公司确认该笔投资的公允价值变动损益可增加本年度归母净利润约5,300万元，属于非经常性损益。

### ordinal=460 type=预增 ts_code=301206.SZ end_date=20211231 ann_date=20220114 update_flag=1
REASON: 2021年，公司营业收入保持快速增长态势，主要原因包括：（1）受益于国内消费者减糖、控糖意识的广泛提升以及由此带动的国内无糖饮料行业的快速发展，以元气森林为代表的无糖气泡饮料受到消费者欢迎并快速占据饮料市场重要位置，带动众多新老饮料品牌如可口可乐、农夫山泉、统一、康师傅、王老吉、喜茶等跟进推出无糖饮料，而赤藓糖醇凭借“天然”“零热量”等优势成为了众多无糖饮料选用的甜味剂，国内赤藓糖醇市场需求持续旺盛、产品供不应求、产品价格增长较快；（2）2021年，为应对赤藓糖醇市场需求的持续增长，公司继续组织产能提升，赤藓糖醇产能继续增加，产能利用率和产销率都保持在较高水平。2021年，元气森林成为公司第一大客户，农夫山泉、可口可乐、喜茶、今麦郎、达利集团、统一等知名企业也成为公司重要客户，为公司营业收入的增长提供了充足动力。2021年，公司净利润较上年同期增长幅度较高，综合毛利率继续保持在较高水平，主要原因包括：（1）虽然前期玉米价格快速上涨带动原料葡萄糖价格大幅提高，但公司在前期订单消化后及时与下游客户协商对赤藓糖醇产品价格进行了提升，一定期间内基本抵消了原料价格上涨的不利影响；（2）赤藓糖醇市场需求旺盛，公司销售压力较低，销售费用保持在较低水平，同时公司管理费用保持在较低水平。

### ordinal=461 type=预增 ts_code=301288.SZ end_date=20220331 ann_date=20220331 update_flag=0
REASON: 2022年1-3月，公司在营业收入同比下降时，净利润仍保持增长，主要系毛利率水平差异所致，2022年1-3月公司的毛利率为63.22%，高于上年同期的42.09%，主要原因系：2021年1-3月，公司的营业收入主要来源于榕城区重点支流污水处理设施建设项目等非纯RPIR设备项目，其辅助设备及材料包括金额较高的碳钢池体等，其毛利率水平较低，而2022年1-3月，公司预计实现收入的RPIR工艺包项目主要为纯RPIR设备项目，毛利率水平较高。

### ordinal=462 type=预增 ts_code=600012.SH end_date=20211231 ann_date=20220128 update_flag=1
REASON: （一）上年同期新型冠状肺炎疫情突然爆发，原法定春节假期免收通行费期间（1月24日-1月30日）延长至2月8日，同时，根据交通运输部门相关政策，经国务院同意，自2020年2月17日零时起至2020年5月5日24时止，免收全国收费公路车辆通行费。该政策导致公司2020年度营业收入减少。随着国内经济有序复苏，区域内公路运输及物流需求逐步恢复，公司不断强化堵漏打逃，开展逃费、免费和绿通车辆稽核等专项行动，营业收入在2021年较疫情前稳中有增。（二）预计2021年度实现归属于上市公司股东的净利润较重述后的上年同期数同比增长66%至78%。主要系公司收购的安徽安庆长江公路大桥有限责任公司上年同期因通行费收入减少导致经营亏损，但在2021年度实现了扭亏为盈。

### ordinal=463 type=预增 ts_code=600022.SH end_date=20211231 ann_date=20220127 update_flag=1
REASON: 公司克服新冠肺炎疫情影响，积极应对原料价格上涨及四季度钢铁市场下行压力，抢抓市场机遇，生产经营保持高效稳定，不断优化产品结构，全面深化对标找差，极致降本增效，新旧动能转换项目部分投产，公司经营绩效保持较好态势。

### ordinal=464 type=预增 ts_code=600301.SH end_date=20211231 ann_date=20220127 update_flag=1
REASON: （一）收购广西八桂工程监理咨询有限公司100%股权对本期业绩影响较大。报告期内，公司以1.59亿元现金收购关联方广西西江开发投资集团有限公司持有的广西八桂工程监理咨询有限公司（以下简称“八桂监理”）100%股权，并于2021年8月办理完成工商变更登记手续。八桂监理已成为公司全资子公司，应纳入上市公司的合并报表范围。根据《企业会计准则》及其相关规定，由于上述交易事项属于同一控制下企业合并，公司2021年度合并利润表中包含了八桂监理2021年度利润；上年同期对比数据，即2020年度经营数据，也需相应进行追溯调整。公司2020年度追溯调整后经营数据包含八桂监理2020年度的经营数据。（二）收到客户破产清偿款对本期业绩影响较大。本期收到贵州省安龙华虹化工有限责任公司破产清算清偿债权款1,489.52万元，转回前期已计提的应收款项减值准备。

### ordinal=465 type=预增 ts_code=600691.SH end_date=20211231 ann_date=20220128 update_flag=1
REASON: （一）主营业务影响本报告期归属于上市公司股东的净利润较上年同期大幅增加，主要原因为：1、报告期内受全球经济疫后复苏、国内供给侧改革、市场供求等多重因素的影响，国内化工行业景气度较高，公司主要产品市场价格同比大幅上涨。2、2021年第四季度，受煤炭供需矛盾等因素影响，煤炭价格出现较大幅度上涨，产品价格较前三季度出现一定下滑，在一定程度上压缩了企业的盈利空间。3、公司通过全面加强生产管理，以装置稳定运行为重点，扎实开展装置稳产达效提升行动，经营业绩同比实现大幅提升。4、深耕厚植“精益思想指导下的算账文化”，采取“能算账、会算账、算精账”的经营理念，营造时时处处人人算账的算账生态，不断提升管理水平，全方位推进公司实现高质量发展，使公司盈利能力得到进一步提升。（二）非经常性损益影响2021年度各项政府补助等非经常性损益金额较小，对公司的净利润不构成重大影响。

### ordinal=466 type=预增 ts_code=600782.SH end_date=20211231 ann_date=20220128 update_flag=1
REASON: 2021年,我国经济持续恢复趋于稳定,下游需求回暖为钢铁行业发展提供了较好环境。面对产业政策调整和市场大幅波动，公司通过优化生产组织，全面对标找差，持续降本增效，强化科技投入，深化管理变革等措施，积极顺应市场变化和政策调整，妥善应对原燃料高位运行、“双控”“双碳”及环保严控等压力。以“管理极简、规模极致、消耗极限”和“数智新钢”为全新发展方向，坚持精品战略不动摇，在做大经济总量的同时不断提升发展质量。报告期内，公司生产经营保持良好运行态势，提质增效效果明显，预计公司全年效益实现同比大幅增长。

### ordinal=467 type=预增 ts_code=600808.SH end_date=20211231 ann_date=20220129 update_flag=1
REASON: （一）主营业务影响2021年，我国国民经济持续恢复，钢铁行业虽面临“能耗双控”、限电限产等多重压力，但行业总体运行态势良好。公司以推动高质量发展为主题，通过全面对标找差、奋勇争先，强化系统联动、高效协同，充分释放关键产线产能，显著提升主要技术经济指标，精益运营效果显现。与上年相比，公司全年经营业绩增长幅度较大。（二）非经常性损益的影响2021年，公司归属于上市公司股东的非经常性损益为净损失人民币1.04亿元左右，主要系公司处置和报废非流动资产损益、收到的政府补助及协商解除劳动合同的辞退补偿、相关金融资产取得的投资收益等影响所致。公司2021年归属于上市公司股东的非经常性损益与2020年相比，变动的主要原因是公司2021年非流动资产处置和报废为损失，2020年为收益。

### ordinal=468 type=预增 ts_code=603025.SH end_date=20211231 ann_date=20220126 update_flag=1
REASON: （一）主营业务影响1、公司围绕市场与客户需求，持续加大研发投入，加快竞争力产品的更新换代速度，扩充产品结构，同时加大新产品的推广力度。2、国内疫情得到了较好控制，国内稳步复工复产，去年疫情压缩的市场需求在2021年得到释放，同时国外疫情反复，制造业开工率不足，导致原本在东南亚等地区的加工订单回流到中国加工企业。据统计局数据显示，2021年1-11月缝制机械行业240家规模以上生产企业累计营业收入335.64亿元，同比增长49.81%；实现利润总额21.42亿元，同比增长31.41%。行业的复苏带动了公司报告期内业务的较快增长，刺绣机、缝纫机、袜机等电控产品均实现了较大幅度的增长。（二）非经营性损益的影响本期非经常性损益1513万元，较上年同期的6409万元减少了4896万元。原因主要系2020年子公司浙江大豪科技有限公司获得搬迁补偿款4702.08万元所致。（三）会计处理的影响会计处理对公司业绩预增没有重大影响。

### ordinal=469 type=预增 ts_code=688105.SH end_date=20220630 ann_date=20220722 update_flag=1
REASON: 2022年上半年度，公司积极应对新冠疫情不利影响，常规业务各细分领域业务有序开展，在保持优势产品与服务销售增加的同时，进一步实现成长性业务领域产品与服务的销售转化。公司常规业务整体保持稳定增长。进入2022年以来，新冠病毒的全球扩散与持续突变为境内外疫情防控带来不断挑战，国务院应对新冠疫情联防联控机制综合组印发了《新冠病毒抗原检测应用方案》，同时全国多地动态开展常态化新冠核酸检测。2022年上半年度，我国境内对新冠检测相关生物试剂原料与终端检测试剂需求相对去年同期大幅增加，公司自主研发生产的新冠病毒抗原检测试剂盒及相关生物试剂原料的销售促进报告期内营业收入与净利润的增长。2022年半年度，预计公司非经常性损益金额较上年同期增幅较大，主要系公司针对暂时闲置资金进行现金管理的资金收益较上年同期大幅增加所致。

### ordinal=470 type=预增 ts_code=688366.SH end_date=20211231 ann_date=20220129 update_flag=1
REASON: 1.因受国内新冠疫情爆发影响，公司上年同期营业收入可比基数相对较低。2021年度，随着国内新冠疫情得到较为有效的控制，国内经济持续复苏，公司主要产品的国内市场需求得到恢复并实现增长。2.公司有效开展各类市场和营销活动，同时，公司持续关注产品质量，品牌知名度持续提高，有利促进了市场的开拓。报告期内，公司主营业务收入较去年同期有较大幅度增长。

### ordinal=471 type=预增 ts_code=688380.SH end_date=20211231 ann_date=20220121 update_flag=1
REASON: 2021年度预计营业收入及净利润较上年同期有大幅度增长，主要系受益于半导体行业的发展以及市场需求的增长，公司产品出货量相应增加，产品售价亦有所提升。

### ordinal=472 type=预增 ts_code=688420.SH end_date=20221231 ann_date=20221102 update_flag=1
REASON: 主要原因为公司延续了较快的销售增长态势，进一步优化产品结构，归属于母公司所有者的净利润同比增长较快。

### ordinal=473 type=预增 ts_code=688617.SH end_date=20211231 ann_date=20220128 update_flag=1
REASON: （一）报告期内，公司围绕战略发展方向，稳步有序推进各项工作，积极发挥研发、技术、质量、产品、市场、渠道等多方面经营优势，进一步加大新产品、新技术的研发投入，不断加大市场开拓力度。公司电生理实现从二维到三维的布局突破，血管介入类产品的覆盖率及入院渗透率也进一步提升，国际业务持续较快发展，完成10余个国家近50个产品注册批件。报告期内各产品线均较同期有不同程度增长,其中冠脉产品线较上年同期增长111%。（二）公司持续加强精益化生产管理，产能不断释放，规模效应带来生产制造环节的降本增效，同时公司加强成本费用管控，盈利能力稳中有升。

### ordinal=474 type=预增 ts_code=000733.SZ end_date=20221231 ann_date=20230117 update_flag=1
REASON: （一）报告期，新型电子元器件板块企业的高可靠产品市场持续向好，经营业绩同比增长。（二）上年同期，公司为加快剥离国有企业办社会职能和解决历史遗留问题，根据中共中央办公厅、国务院办公厅印发的《关于国有企业退休人员社会化管理的指导意见》（厅字〔2019〕19号）的文件精神和工作要求，对统筹外费用采取一次性计提，按现有方式发放，计提金额为23,340万元。

### ordinal=475 type=预增 ts_code=000993.SZ end_date=20221231 ann_date=20230119 update_flag=1
REASON: 本报告期归属于上市公司股东的净利润较上年同期上升的主要原因如下：1、本报告期全资子公司宁德市东晟房地产有限公司东晟广场项目部分交房，确认房地产销售收入较上年同期增加；2、本报告期因长短期借款较上年同期减少，财务费用较上年同期减少；3、本报告期完成宁德市精信小额贷款股份有限公司股权转让，投资收益较上年同期增加。

### ordinal=476 type=预增 ts_code=002037.SZ end_date=20230630 ann_date=20230701 update_flag=0
REASON: 公司炸药、电子雷管销量同比增加，带动收入利润增加。

### ordinal=477 type=预增 ts_code=002225.SZ end_date=20221231 ann_date=20230110 update_flag=1
REASON: 1、报告期内，公司营业规模扩大，尤其是海外销售收入规模大幅增长，带来利润增加。2、报告期内，美元兑人民币汇率波动上升，汇兑收益增加，贡献本期利润。

### ordinal=478 type=预增 ts_code=002284.SZ end_date=20230930 ann_date=20231012 update_flag=0
REASON: 1、2023年1-9月，公司预计归属于上市公司股东的净利润同比增长126.43%-151.04%，主要原因：受益于国内经济向好及海外市场需求提升，公司紧抓市场机遇，持续优化产品结构，产品销量实现较好增长,同时采取一系列措施优化内部管理，降本增效，加强成本、费用控制等工作，产品毛利率同比提升，推动公司业绩稳步增长。2、报告期内，公司非经常性损益金额3,640万元左右，主要为公司收到政府补助、递延收益摊销及税收减免。

### ordinal=479 type=预增 ts_code=002484.SZ end_date=20221231 ann_date=20230131 update_flag=1
REASON: 1、新能源、储能、电动汽车和智能制造等行业持续高景气需求，极大提升了公司产品的收益；2、公司铝电解电容器、薄膜电容器、超级电容器三大业务包括核心材料协同发展、梯次发力。3、得益于研发持续高投入，多个领域应用产品技术快速进步，助推效益提升。

### ordinal=480 type=预增 ts_code=002632.SZ end_date=20221231 ann_date=20230111 update_flag=1
REASON: 报告期内，2022年度归属于上市公司股东的净利润及扣除非经营性损益后的净利润较2021年度大幅增长主要系：公司转让全资子公司浙江道明科创实业有限公司100%股权对净利润的影响金额约为1.8亿元，属于非经常性损益；同时，上年同期因收购的常州华威新材料有限公司经营业绩亏损未能达到预期目标，综合客观因素和未来业务发展判断，已全额计提商誉减值1.28亿，本报告期预计无需计提商誉减值准备，因此商誉减值损失相比上年大幅减少。

### ordinal=481 type=预增 ts_code=300181.SZ end_date=20230331 ann_date=20230315 update_flag=0
REASON: 1、报告期内，公司基于乌灵胶囊、百令片、灵泽片三个核心产品是国家基本药物目录产品的优势，持续加强市场拓展，营业收入同比增长趋势不变，其中乌灵系列产品延续了较好的市场增长。由于销售增长的规模效应影响，单位成本有所下降；2、由于公司货币资金的增加，本年财务费用较上年同比显著下降；3、报告期内，非经常性损益对公司净利润的影响金额约为30-180万。

### ordinal=482 type=预增 ts_code=300201.SZ end_date=20230630 ann_date=20230628 update_flag=0
REASON: 1、公司2023年上半年营业收入较上一年度同期实现较快增长，主要子公司上海格拉曼国际消防装备有限公司2023年上半年营业收入同比增长超过100%。2、2023年上半年非经常性损益对净利润的影响金额预计约为600万元，主要为公司收到的部分业绩补偿款计入2023年上半年营业外收入。

### ordinal=483 type=预增 ts_code=300487.SZ end_date=20230630 ann_date=20230717 update_flag=0
REASON: 1.报告期内，公司实现了主营业务持续稳健发展，存量市场市占率不断提升，新兴领域如固相合成载体等品种快速放量，产品结构进一步优化，盈利能力持续加强。2.报告期内，非经常性损益对公司净利润的影响金额约为857.74万元。

### ordinal=484 type=预增 ts_code=300750.SZ end_date=20221231 ann_date=20230112 update_flag=1
REASON: 本报告期业绩与上年同期相比上升的主要原因是：1、国内外新能源行业快速发展，动力电池及储能产业市场持续增长，“双碳”目标下向清洁能源转型呈加速趋势。公司作为全球领先的新能源创新科技公司，通过加大研发投入和创新力度，不断推出行业领先的产品解决方案和服务，同时加强市场开拓力度及深化客户合作关系，加之前期布局的优质产能释放，产销量明显提升，推动公司全球市场地位持续领先的同时，也实现了盈利规模的快速增长。2、公司持续实施降本增效措施，加强费用管控，进一步提升了公司整体盈利能力。

### ordinal=485 type=预增 ts_code=300756.SZ end_date=20230630 ann_date=20230724 update_flag=0
REASON: 公司2023年半年度归属于上市公司股东的净利润预计为6,032万元-7,717万元,相较2022年度归属于上市公司股东的净利润-2,461.10万元为扭亏为盈,相较2022年半年度归属于上市公司股东的净利润593.80万元为同向上升.根据相关要求,公司按同比2022年半年度业绩口径把原勾选的“扭亏为盈”项修正为勾选“同向上升”项.

### ordinal=486 type=预增 ts_code=600011.SH end_date=20230630 ann_date=20230715 update_flag=0
REASON: 本期业绩预盈的主要原因一是境内燃煤价格同比下降和电量同比增长的综合影响，二是公司新加坡业务利润同比大幅增长。

### ordinal=487 type=预增 ts_code=601007.SH end_date=20230630 ann_date=20230715 update_flag=0
REASON: 2023年上半年，随着商务出行及休闲旅游需求迅速释放，公司抢抓商旅市场回暖、酒店行业复苏的机遇，加大经营创新力度，推动业绩快速增长。酒店板块方面，公司积极把握商务活动、会议会展、宴会餐饮等细分市场机会，推动酒店经营强劲复苏，同时连锁酒店规模扩张拉动酒店管理业绩提升，酒店板块营收、净利润较上年同期均实现较大幅度增长；贸易板块方面，持续优化产品结构、渠道结构，做强主流产品、开发有市场潜力新品，不断加强新品牌培育，同时加大业务资源整合，推进销售渠道开拓创新，实现经营稳步增长。2023年下半年，公司将以持续做强酒店主业、做优协同业务为高质量发展目标，以增强创新驱动力、优化经营机制为抓手，推进公司治理、经营质效、发展规模和品牌形象的全面稳步提升。

### ordinal=488 type=预增 ts_code=603193.SH end_date=20230930 ann_date=20230919 update_flag=0
REASON: 公司经营状况正常，公司生产经营模式、主要原材料的采购规模及采购价格、主要产品的生产销售规模及销售价格、主要客户及供应商的构成、公司适用税收政策未发生重大变化，公司亦未出现其他可能影响公司正常经营或可能影响投资者判断的重大事项。

### ordinal=489 type=预增 ts_code=603538.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: （一）公司积极发展CDMO业务，加快企业升级转型。原有在手CDMO项目陆续落地实现商业化，新客户和新项目承接有序。（二）公司积极推进“中间体、原料药、制剂一体化”发展战略，深化全产业链垂直一体化协同，把握国家集采政策带来的快速商业化放量机遇，公司制剂板块持续放量，发展势头强劲。

### ordinal=490 type=预增 ts_code=603600.SH end_date=20221231 ann_date=20230117 update_flag=1
REASON: 1、公司通过持续研发创新、供应链优化整合、降本增效等措施，有效提升了盈利能力。2、本期大宗原材料价格较上年同期有所下降，公司盈利能力相应提升。3、本期人民币汇率较上年同期有所贬值，本期产生汇兑收益，对本期经营业绩产生积极影响。4、本期公司位于安吉县范潭工业区的土地、房屋及附属设施被政府征收，公司根据《企业会计准则》等相关规定相应确认了部分征收补偿收益。

### ordinal=491 type=预增 ts_code=603668.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: 2022年，在国内外经济增长放缓、行业整合速度加快的背景之下，受益于公司一二三产业融合发展的战略前瞻性布局及产业链一体化优势，公司经营业绩仍实现稳健增长。报告期内，面对复杂的市场环境和行业经营压力，公司认真落实董事会决策部署。饲料销售方面，公司特种水产饲料和畜禽饲料业务受原料上涨及汇率影响，毛利率持续承压；鳗鲡全产业链业务方面，受宏观经济环境及新冠疫情等多重因素影响，公司按照计划稳健生产并灵活调整销售策略，合理安排投苗和出塘节奏。未来，公司将继续优化产业布局和结构调整，有力有序稳步推进一二三产业深度融合发展，坚持多措并举提质增效，着力推动产业基础高级化、产业链现代化，持续提升公司的盈利能力和核心竞争力。

### ordinal=492 type=预增 ts_code=603876.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: （一）报告期内，公司动力电池铝箔下游需求持续旺盛，公司持续加快低附加值产线转产生产动力电池铝箔，产销量较去年同期有大幅提升。电池铝箔产品附加值相对更高，促进了公司整体利润的增长；（二）报告期内，传统类包装铝箔下游市场需求依旧旺盛，公司持续优化产品结构，提升公司盈利水平。

### ordinal=493 type=预增 ts_code=603906.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: （一）主营业务影响公司自2021年6月完成收购贝特瑞（天津）纳米材料制造有限公司及江苏贝特瑞纳米科技有限公司后，才开始涉及磷酸铁锂正极材料业务，且控股孙公司四川锂源新能源科技有限公司分别于2022年一季度和四季度完成一期、二期产能建设，新增年产8.5万吨的产能，导致2022年业绩较2021年大幅提升。（二）非经营性损益的影响非经常性损益对公司业绩预增没有重大影响。（三）会计处理的影响会计处理对公司业绩预增没有重大影响。

### ordinal=494 type=预增 ts_code=688036.SH end_date=20231231 ann_date=20231227 update_flag=0
REASON: 公司持续开拓新兴市场及推进产品升级，整体出货量及销售收入有所增长；同时，受益于产品结构升级及成本优化，整体毛利率有所提升，相应毛利额增加。

### ordinal=495 type=预增 ts_code=688218.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: （一）主营业务影响受新冠疫情影响，部分2022年上半年终验收的项目延迟至下半年（主要是第四季度）终验收，使得第四季度项目收入有较大幅度增加，促进了公司2022年全年收入指标和利润指标增长。（二）非经营性损益的影响2022年度公司收到较大金额政府补贴。

### ordinal=496 type=预增 ts_code=000039.SZ end_date=20240630 ann_date=20240713 update_flag=0
REASON: 本集团2024年1-6月的归属于母公司股东及其他权益持有者的净利润较去年同期预计同向上升，主要因为：受益于上半年因行业周期性恢复所导致的集装箱运输需求较好以及红海事件拉长运距等多因素影响，本集团集装箱制造业务标准干货箱销量同比大幅上涨，该分部业务收入和净利润均较去年同期上升。同时，2024年上半年本集团外汇套保策略较2023年同期更加灵活，结合汇率波动积极灵活调整策略降低套保成本，有效地保护了本集团的制造利润。此外，本集团2024年1-6月的归属于母公司股东及其他权益持有者的扣除非经常性损益的净利润较去年同期预计同向下降，主要由于去年同期非经常性损益损失较多，主要为外汇相关的衍生品投资活动亏损，今年上半年外汇相关的衍生品投资活动效果显著改善。

### ordinal=497 type=预增 ts_code=000573.SZ end_date=20231231 ann_date=20240127 update_flag=0
REASON: 公司预计2023年度归属于上市公司股东的净利润为正值，与2022年度业绩相比有所增长。2023年公司主要业务商品房销售、再生铅销售收入有所减少，尽管面临挑战，公司仍积极提高经营效益、盘活资产和优化业务。本年贵州宏泰矿业煤炭沟煤矿股权及债权转让事项的交易先决条件达成，并于第四季度确认转让收益。本期公司非经常性损益对净利润影响金额约为10615万元。

### ordinal=498 type=预增 ts_code=000729.SZ end_date=20240630 ann_date=20240712 update_flag=0
REASON: 报告期内，燕京啤酒强化战略引领，充分发挥总部职能，通过持续深化包括生产、市场和供应链等在内的九大变革，大力提升管理质效，持续推动经营成果的增强、运营效能的优化以及发展模式的转型升级，大单品实现稳健增长，实现公司稳健前行与高质量发展。公司预计归属于上市公司股东的净利润为71,945万元-79,653万元，比上年同期增长40%-55%。

### ordinal=499 type=预增 ts_code=000883.SZ end_date=20231231 ann_date=20240117 update_flag=0
REASON: 本报告期，预计归属于上市公司股东的净利润同比上升的主要原因：一是煤炭价格下行，公司火电燃料成本下降，火电业务盈利同比增加；二是公司境内主要水电站所在流域来水超去年同期水平，公司水电发电量增加，境内水电业务盈利同比增加。

### ordinal=500 type=预增 ts_code=002069.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 1、报告期内，公司在大连市委市政府的统一部署及市国资股东的指导支持下，深入践行向海图强战略，全面贯彻新发展理念，坚定实施“厚积供给、发力需求、聚焦品牌、上下同欲”的工作总方针，抢抓市场机遇，以改革激发活力，以创新驱动成长，以管理防范风险，推动企业不断提质增效、健康稳定发展。公司预计报告期归属于上市公司股东的净利润及扣除非经常性损益后的净利润均较同期有所增长，主要原因为公司持续优化产品及终端结构，加大市场开拓，促进核心产品盈利能力提升；内部持续推行瘦身减负及降本增效举措，促进成本费用降低；证券诉讼时效已届满，赔偿金额减少。2、报告期内，公司非经常性损益主要为计入当期损益的政府补助、非流动资产处置损益、诉讼赔偿款等，预计合计为500万元-800万元。

### ordinal=501 type=预增 ts_code=002221.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 报告期内，得益于原材料丙烷成本的有效控制，业绩较上年同期有大幅度提升。

### ordinal=502 type=预增 ts_code=002429.SZ end_date=20231231 ann_date=20240125 update_flag=0
