# fcst-reason-struct-pilot 输入渲染（由 sample_fcst_reason_pilot.py seed=17 生成）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/
#       non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=000 type=不确定 ts_code=600909.SH end_date=20181231 ann_date=20181030 update_flag=1
REASON: 报告期内，在公司控股股东TCL家电集团有限公司（简称“TCL家电”）的支持下，公司原金融科技板块相关经营风险及债务危机已全部化解，归属于上市公司股东的净利润同比扭亏为盈，主要经营成果及重点工作进展情况如下：1、前期违规事项已完成整改，公司全面回归并聚焦冰箱主业。在处置金融板块过程中，公司发现该板块业务涉嫌信息披露违规，存在巨额潜亏、隐形债务和法律纠纷，通过全面自查、及时披露并积极主动完成整改，2021年内完成金融科技板块全部资产处置；2022年9月，公司控股股东TCL家电主动承担该业务约3亿元历史隐性债务的兜底偿付责任，公司股票自2022年9月23日撤销其他风险警示。报告期内，公司聚焦资源发展冰箱主业，持续提升公司运营效率、产品品质及成本优势，全力化解原金融科技板块历史业务形成的全部经营风险及债务危机，最终使得归属于上市公司股东的净利润实现扭亏为盈。2、国内业务开拓取得突破性进展，内销收入取得大幅增长。2022年，俄乌冲突、海外通货膨胀等因素导致全球冰箱冷柜需求相对疲弱，公司整体收入受行业出口拖累。公司积极采取应对措施，一方面支持协助外销客户开展各项活动促进终端销售；另一方面，大力拓展欧洲以外市场，在亚太区域收入逆势增长近10%。同时，公司国内市场开拓取得突破性进展，内销收入远超行业增速。3、继续优化产品结构，高端产品收入占比提升约8个百分点。在研发方面，公司提高研发投入比例，持续提升产品竞争力和附加值，研发费用率稳中有升，居行业前列；公司在智控零度超保鲜技术、全自动制冰机创新技术、AI智能双变频技术等方面引领冰箱行业发展；在产品方面，公司持续精简产品SKU，提升高端精品规模效益，公司产品“奥马鲜见S550”荣获艾普兰优质产品奖，奥马冰箱风冷系列荣获欧盟品质奖。4、持续提质增效，毛利率同比提升2.3个百分点。除内销市场突破及产品加速高端化外，公司积极推进供应链全面成本管理，优化二三级供应商管理，零部件自制维持较高比例，保证了公司的零部件质量和成本优势。同时，公司年初开始采取多项措施合理优化排单生产，持续提升生产效率。报告期内，得益于上述措施的有效实施，加之海运费、原材料等价格下降及人民币贬值等因素，公司毛利率得到有效改善……

### ordinal=056 type=扭亏 ts_code=300602.SZ end_date=20230630 ann_date=20230715 update_flag=0
REASON: 1、报告期内，公司预计2023年上半年度实现营业收入约17.73亿元，较上年同期增长约3%。其中，第一季度实现营业收入7.73亿元，预计第二季度营业收入约为10亿元，环比增长约29.37%。公司预计2023年半年度实现归属于母公司所有者的净利润310万元～400万元，较上年同期增长约108.42%～110.86%。其中，第一季度实现归属于母公司所有者的净利润-2,512.40万元，预计第二季度实现归属于母公司所有者的净利润约2,822.40万元～2,912.40万元，环比增长约212.34%~215.92%。公司预计2023年半年度实现归属于母公司所有者的扣除非经常性损益后的净利润-1,300万元～-1,200万元，较上年同期增长约81.16%～82.61%。其中，第一季度实现归属于母公司所有者的扣除非经常性损益的净利润-3,452.07万元，预计第二季度实现归属于母公司所有者的扣除非经常性损益后的净利润约为2,152.07万元~2,252.07万元，环比增长约162.34%~165.24%。2、报告期内，消费电子业务有所下降，主要由于手机行业不景气，客户需求减少导致公司该部分业务受到一定影响。但笔记本业务受国产化替代，以及公司的品牌效应和客户认可度进一步提升，促使该领域的份额持续增加，相关业务持续增长。新能源相关业务增长明显：新能源汽车部分定点项目逐步量产，订单量同比增长明显；光伏逆变器和储能业务快速提升，营业收入同比大幅增长。通信领域：虽然该领域整体销售收入略有下降，但盈利能力同比上涨，且公司一直与各大通信设备厂商保持长期友好的合作关系，并积极配合客户需求开展相关新产品的研发和技术储备，特别是液冷相关的技术，已被多家重要客户认可。报告期内，公司不断优化生产工艺，降低生产成本，并且部分子公司产能得到释放，规模效应也逐步显现，使得公司毛利率整体有所提升，公司盈利能力有所提高。3、公司预计2023年半年度非经常性损益对公司净利润的影响金额约为1,600万左右，主要为公司收到的政府补助,上年同期非经常性损益为3,217.00万元。

### ordinal=057 type=扭亏 ts_code=600121.SH end_date=20221231 ann_date=20230130 update_flag=1
REASON: （一）主营业务影响报告期内，受市场供求关系影响，能源价格上涨，公司煤炭价格维持高位；公司积极落实国家煤炭保供政策，克服因安全生产事故停产、地质条件和疫情防控等不利因素影响，煤炭产销量同比均有所增长（全年主营业务数据详见公司临2023-002号公告）。（二）非经常性损益影响报告期内，非经常性损益对公司净利润的影响金额约-2,000万元，主要为收到政府各类补助，支付矿井排水注浆和安全罚款等。（三）其他影响报告期内，公司参股氧化铝板块受市场供大于求和上游原材料价格上涨等因素影响，盈利能力同比大幅下滑，公司当期投资收益亦大幅下降。

### ordinal=058 type=扭亏 ts_code=600170.SH end_date=20230630 ann_date=20230714 update_flag=0
REASON: 本期业绩预盈的主要原因本报告期，公司生产经营回归正常，行业复苏。公司营业收入同比增加约435亿元，应对停工等费用支出同比减少，利润增加。报告期，公司持有的金融资产公允价值变动损益预计影响归属于上市公司股东的净利润约0.41亿元，上年同期影响归属于上市公司股东的净利润约-4.20亿元。

### ordinal=059 type=扭亏 ts_code=600616.SH end_date=20230630 ann_date=20230715 update_flag=0
REASON: 本期业绩预盈的主要原因1、今年3月份公司收到四川中路房屋征收补偿款200,165,791.02元，该事项确认资产处置收益190,556,274.70元，政府补助1,500,000元，上述收益均计入本报告期非经常性损益项目。（详见2023年3月8日披露于上海证券交易所网站的《上海金枫酒业股份有限公司关于收到房屋征收补偿款的公告》）2、今年上半年因经济复苏和居民消费意愿不及预期，市场需求尚未完全恢复，公司营业收入和产销量均同比下滑，故扣除非经常性损益后的净利润为负数。

### ordinal=060 type=扭亏 ts_code=603958.SH end_date=20230630 ann_date=20230711 update_flag=0
REASON: 本期业绩预盈的主要原因1、报告期内，随着市场需求回升，公司深耕渠道经营、降本增效、优化整合内部资源等措施，取得一定成效，公司营业收入、毛利率得到改善，销售费用率下降。2、报告期内，非经常性损益对净利润的影响金额约1,082万元，其中由于政府收储子公司抚州珍展鞋业有限公司部分土地房屋对净利润影响约897万元（未经审计，以经审计数据为准）。

### ordinal=061 type=扭亏 ts_code=000520.SZ end_date=20241231 ann_date=20240426 update_flag=1
REASON: 董事会将重点统筹发展与安全、当前与长远、质的有效提升和量的合理增长的关系，加大创效攻坚力度，全面推进一体化经营，锚定目标，在市场深蹲之中，积蓄高质量发展的潜能。2024年公司的经营目标是实现经营收入10.50亿元，净利润2,100万元。

### ordinal=062 type=扭亏 ts_code=000876.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 报告期内，公司白羽肉禽与食品深加工业务引进战略投资影响归母净利润增加，影响金额约为51亿元-52亿元，本项目属于非经常性损益。受生猪销售价格下降影响，猪产业亏损是本期扣除非经常性损益后的净利润亏损的主要原因。另外，对民生银行的投资收益采用上年同期数据预估，其2023年业绩未公告前无法获知，存在的不确定性因素可能影响公司业绩预告准确性。

### ordinal=063 type=扭亏 ts_code=002456.SZ end_date=20231231 ann_date=20240123 update_flag=0
REASON: 公司2023年度经营业绩实现扭亏为盈，主要原因如下：1、报告期内，受益于下半年终端客户需求和销售收入大幅增加，公司2023年全年营业收入预计同比实现增长，带动公司产能利用率提升，同时公司持续优化产品结构，高附加值产品的收入实现较快增长，产品毛利率稳步提高；2、报告期内，公司进一步优化产业基地布局，完善产业链一体化各个环节，推动智能制造及精细化管理，随着一系列降本增效管理举措的落地，公司盈利能力得到一定程度的提升；3、报告期内，非经常性损益对归属于上市公司股东的净利润影响约3.4亿元至3.8亿元，主要系政府补助、非流动资产处置等事项影响。

### ordinal=064 type=扭亏 ts_code=002663.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 1、报告期内，公司根据谨慎性原则，按照《企业会计准则第22号—金融工具确认和计量》等相关会计准则的规定，经初步分析测试和评估，公司2023年度拟对应收账款、合同资产及存货等资产计提的减值损失较上年同期减少。具体减值金额尚需经会计师事务所审计并经董事会审议后确定。2、报告期内，公司在内部管理上注重提质增效，营业成本、销售费用、管理费用和研发支出同比减少。3、公司融资款项减少相应借款利息费用减少，同时提高了闲置资金的利用率，相应存款利息收入增加。4、参股公司业绩亏损同比减少，相应公司确认的投资损失减少。上述原因共同影响导致公司业绩扭亏为盈。

### ordinal=065 type=扭亏 ts_code=002918.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 公司2023年经营业绩变动主要原因为：1、公司经销业务收入增长，战略工程业务收入下降，使公司整体营业收入同比有所下降。因加强风险管控，房地产客户应收款项信用减值损失同比减少。2、报告期内，公司持续推行各项降本增效、控制费用措施，产品毛利率提高，期间费用同比下降。

### ordinal=066 type=扭亏 ts_code=300603.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 1、本报告期业绩较2022年相比有所改善的主要原因是：（1）2022年公司计提商誉减值17,697万元，期末账面价值剩余1,805万元，计提长期资产减值4,804万元，本报告期不存在计提大额商誉减值，资产减值同比大幅下降。（2）本报告期公司长账龄项目回款较好，信用减值损失转回对公司净利润产生了正向的影响，信用减值同比下降约6,000万元。（3）报告期内，公司募集资金到账，积极归还金融机构贷款，并且使用闲置募集资金进行现金管理，使得资金成本下降约2,200万元。（4）公司积极优化服务方案、控制成本、收入质量得到改善，综合毛利率上升。2、非经常性损益影响。报告期内预计非经常性损益对净利润的影响金额约为4,776万元。主要为：（1）公司接受原董事现金捐赠，预计对利润的影响额为2,125万元。（2）公司投资的元道通信股份有限公司，本报告期预计获得净收益约1,568万元。

### ordinal=067 type=扭亏 ts_code=300821.SZ end_date=20240630 ann_date=20240708 update_flag=0
REASON: 2024年上半年，面对复杂多变的国际形势和风险挑战，公司苦练内功，提质增效，稳产能，拓市场，强化成本管控，完成了上半年各主要经济指标目标任务，产品的产量、销量及营业收入均有所增长，单位生产成本下降，产品毛利率提升。报告期内，公司预计实现归属于上市公司股东的净利润6,200万元–6,800万元，比上年同期增长132.37%至135.50%。但是，受行业产能扩张、下游需求不足等多重因素影响，未来有机硅市场仍具有较大不确定性，可能对公司业绩造成不利影响，请广大投资者注意风险。

### ordinal=068 type=扭亏 ts_code=600127.SH end_date=20231231 ann_date=20240127 update_flag=0
REASON: 本期业绩预盈的主要原因1.报告期内，公司食用原料油的采购成本下降，以及收入结构变化，导致公司整体毛利率同比上升1.68个百分点，毛利额同比增加。2.报告期内，公司为进一步提升管理效能，对组织架构等进行了优化调整，同时加强了应收账款和存货管理，降低了银行贷款的使用额度，提升了资金管理效率，管理费用、财务费用等期间费用同比减少。3.报告期内，公司对参股企业的投资损失和公允价值变动损失同比减少。

### ordinal=069 type=扭亏 ts_code=600746.SH end_date=20240930 ann_date=20241011 update_flag=0
REASON: 2024年前三季度，公司主要产品产销量同比增加、单位成本同比下降，使得公司2024年前三季度经营业绩较去年同期预计实现扭亏为盈。

### ordinal=070 type=扭亏 ts_code=600858.SH end_date=20231231 ann_date=20240120 update_flag=0
REASON: 1．本报告期内，公司子公司银座集团德州商城有限公司通过山东产权交易中心以公开挂牌方式转让其持有的位于德州市解放中大道588号的银座大厦房地产及附属物、相关设备资产。本次出售标的资产增加公司归属于上市公司股东的净利润（出售资产金额属于非经常性损益）。2．2023年，经济运行持续回升向好，随着国家一系列促消费政策落地显效，内需潜力持续释放，消费市场保持稳定恢复态势。公司紧抓消费复苏机遇，围绕发展战略和经营目标，稳步优化网点布局，强化商品力建设，持续推进供应链升级，挖掘优质资源，搭建高端食材供应体系，丰富年轻、网红、爆品等高品质新品；聚焦消费体验提升，加速门店焕新升级及智慧化运营，推出60项免费服务项目，增加优质服务供给、促进购物服务品质提升。同时，公司强化线上运营，聚合多渠道、多品牌资源，开展全渠道营销，并根据不同节点打造众多特色主题营销活动，扩销增效取得良好效果。公司在提质经营的同时，持续强化管理、改革增效，经营发展稳中提质，本期公司经营业绩实现有效提升。

### ordinal=071 type=略减 ts_code=002285.SZ end_date=20180930 ann_date=20181015 update_flag=0
REASON: 导致公司业绩预测发生变动的主要原因是：1、本报告期公司代理业务结算进度受市场宏观政策的影响，确认的收入下降，影响当期利润。但报告期内累计已销售未结算的代理销售金额同比增加，该部分已销售未结算的代理销售金额将在未来确认收入。2、本报告期公寓管理业务亏损增加，主要是因为2017年下半年以来运营规模持续扩大，新增公寓的装修改造等一次性投入成本分摊所致。

### ordinal=072 type=略减 ts_code=002903.SZ end_date=20181231 ann_date=20181026 update_flag=0
REASON: 受产品销售品种变化及部分原材料价格上涨等因素影响，公司全年产品销售毛利率预计低于上年。

### ordinal=073 type=略减 ts_code=300587.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 2018年1-9月业绩与上年同期相比下降，业绩下降的主要原因是：1、2018年1-9月，随着公司项目的顺利推进，公司营业收入稳步增长；但公司产品毛利率呈现下滑趋势，主要系销售产品结构有所变化，低毛利率的产品销售收入占营业收入的比重相对较大所致；2、预计本报告期非经常性损益对公司净利润的影响约为517万元左右。.

### ordinal=074 type=略减 ts_code=300597.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 1、报告期内，公司净利润水平较上年同期同比下降。公司主营业务为通信网络技术服务，业务规模主要受整体通信行业投资规模的影响。目前，通信行业投资周期处于阶段性低谷，结合通信行业技术创新的特点，技术的升级革新放大了投资规模的波动幅度。通信行业投资周期低谷与5G技术升级周期叠加，导致通信行业投资规模下降，公司业务规模下降，净利润下降。虽然公司于2018年积极拓展市场，先后成立子公司吉大通信（菲律宾）有限公司和吉林吉大通信设计院股份有限公司武汉分公司，但由于两公司尚处于初创期，初期投资成本较高，收益较少。2、非经常性损益扣除所得税后对净利润的影响金额约90万元，去年同期为158.89万元。

### ordinal=075 type=略减 ts_code=300046.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 1、2019年前三季度，功率半导体市场需求总体平稳，公司积极调整产品结构，固态脉冲开关及组件等高端产品占比上升。预计公司今年第三季度净利润较去年同期有所增长，前三季度净利润与去年同期相比略有下降。2、公司预计2019年前三季度非经常性损益对净利润的影响金额约为666万元。

### ordinal=076 type=略减 ts_code=300070.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 报告期内，公司归属于上市公司股东的净利润较上年同期有所下降，主要是因为在国家降杠杆化解金融风险及整顿PPP项目风险的背景下，公司加强了对在手订单及新签订单风险管控力度，存在部分项目推进速度放缓，部分项目收款速度放慢的情况。随着宏观融资环境趋严，公司2018年整体融资成本及财务费用有较大提升。同时公司2018年非经常性损益较2017年约2.4亿元非经常性损益有较大减少所致。预计报告期内的非经常性损益金额对公司的业绩影响低于5%。

### ordinal=077 type=略减 ts_code=300299.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 1、报告期内，信息技术领域，公司加强通讯运营商、政企类规划设计业务的同时，重点拓展智慧城市、ICT等领域业务，信息技术板块收入及净利润较去年同期增长；移动游戏领域，公司加大海外市场的游戏投放，海外业绩同比增长较大，但受部分国内投放的游戏测试、推广不及预期影响，国内市场业绩下滑较大。2、去年同期非经常性损益对公司净利润的贡献额为3,008.28万元，本报告期约为87.72万元。

### ordinal=078 type=略减 ts_code=300373.SZ end_date=20181231 ann_date=20190123 update_flag=0
REASON: （1）全资子公司MCC加大了海外市场布局，进一步扩建了欧洲销售网络，扩充了国际销售、技术团队力量，深耕市场效果日益凸显；（2）受家电、工控、网通安防等行业国产化率提升趋势的影响，公司上述业务板块的收入增幅较大；（3）公司聚焦各行业标杆客户，与重点客户的合作得到了进一步深化和推进；（4）控股子公司成都青洋电子材料有限公司纳入公司合并报表范围，对公司的整体经营业绩产生了积极的影响；2、报告期内，公司归属于上市公司股东的净利润比上年同期下降0%-30%，主要原因如下：（1）公司投资的部分理财产品到期未及时偿付本金，基于谨慎性原则，公司已依据企业会计准则及理财实际情况，对东融汇稳惠1号基金、岩利稳金2号私募基金、兴业观云109号私募证券投资基金三项理财产品计提了减值损失约8,500万元；（2）受中美贸易摩擦影响，部分产线的产能利用率未达到正常水平，同时原材料价格呈增长态势，产品销售结构有所调整，整体毛利率略微下降；（3）公司加大研发投入、增加海外营销布点，相关费用同比上升；（4）控股子公司宜兴杰芯半导体有限公司（MOS与IGBT项目）尚未实现盈利，对公司的净利润产生了一定的影响。3、报告期内，预计非经常性损益对净利润的影响金额为-2500万元-0万元,主要为公司取得政府补助、理财投资收益及对部分理财产品计提了减值损失。

### ordinal=079 type=略减 ts_code=300417.SZ end_date=20181231 ann_date=20190129 update_flag=0
REASON: 经初步测算，公司2018年度归属上市公司股东的净利润较去年同期减少，主要是销售收入减少所致。本期非经常性损益对净利润的影响金额预计为186万元，上年同期非经常性损益对净利润的影响金额为127.11万元。

### ordinal=080 type=略减 ts_code=300641.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 报告期内，公司总体经营规模保持平稳，各主要产品产销量较上年实现平稳增长；受国内外经济环境变化及环保整治的影响，部分产品下游需求增长放缓，产品销售价格同比有所下降，导致报告期业绩同比出现下降。

### ordinal=081 type=略减 ts_code=300661.SZ end_date=20190331 ann_date=20190411 update_flag=0
REASON: 公司2019年第一季度归属于上市公司股东的净利润比上年同期下降的主要原因为受外部市场环境影响，相应的营业收入同比下降所致。预计2019年第一季度非经常性损益对公司净利润的影响金额约为580万元。更正后：公司2019年第一季度归属于上市公司股东的净利润比上年同期下降的主要原因为受外部市场环境影响，相应的营业收入同比下降所致。预计2019年第一季度非经常性损益对公司净利润的影响金额约为160万元。

### ordinal=082 type=略减 ts_code=300756.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 1、报告期内，公司在手订单有序推进与实施，与上年同期相比,实现的营业收入稳步增长，但受前期原材料涨价影响，毛利率有所下降。2、报告期内，公司持续加大对新产品的研发投入，产品研发收入增长较快；同时，研发支出同比增加，对报告期当期利润有一定影响。

### ordinal=083 type=略减 ts_code=603256.SH end_date=20190630 ann_date=20190807 update_flag=1
REASON: 电子布终端市场总体需求放缓、以苹果为代表的高端智能手机销售下降、竞争程度加剧。

### ordinal=084 type=略减 ts_code=603993.SH end_date=20190930 ann_date=20190828 update_flag=0
REASON: 报告期内，公司主要经营品种铜、钴产品市场价格较上年同期高位同比下降，以及钴的最终结算价格根据销售后一定时期的市场价格确定，而本年一季度钴价跌幅较大后按照市场实际价格对上年度预计售价调减，造成报告期内公司经营业绩同比出现较大幅度下降。受本报告期经营业绩下降的影响，虽然第二季度公司主要产品价格企稳、回升，但预计公司至下一报告期归母净利润同比仍会出现一定幅度下降。本说明不构成实质性承诺，敬请投资者注意投资风险。

### ordinal=085 type=略减 ts_code=000420.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 本年度业绩预计同比下降,主要是本季度由于受疫情影响,产销率下降未达预期.

### ordinal=086 type=略减 ts_code=002295.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 2020年上半年受新冠肺炎疫情影响,公司及公司上下游企业复工延迟,造成销售规模较去年同期下降.由于产品销量下降,产能利用率降低,铜加工单位GuangdongJingyiMetalCo.,Ltd.制造成本上升.第三季度,随着经济内循环的发力,空调制冷行业市场的恢复,客户需求明显增加;公司在做好疫情防控的同时,采取多项措施,使公司的生产经营有序恢复.公司2020年第三季度经营情况符合公司预期,公司铜加工业务产销规模与去年同期相比有较大增幅.2019年前三季度非经营性损益对公司净利润的影响金额为1,193.24万元,预计2020年前三季度非经营性损益对公司净利润的影响金额约为700万元,主要是公司处置信托产品,政府补助等收入.

### ordinal=087 type=略减 ts_code=002365.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 2020年第一季度,受新冠疫情影响,公司主要产品生产未能按期复工,直至2020年3月7日生产才逐步恢复,一季度生产销售的有效时间同比大幅缩短,相关经营业绩出现下滑;而子公司永安康健线上销售平台一直正常运营,销售收入同比大幅增长,首次实现了盈利,一定程度上降低了业绩下滑的幅度.

### ordinal=088 type=略减 ts_code=300034.SZ end_date=20200331 ann_date=20200409 update_flag=0
REASON: 1.业绩下降主要为新冠肺炎疫情的短期影响所致.受新冠肺炎疫情影响,2020年一季度公司各基地复工,复产推迟,下游企业亦均有开工延迟情况,公司的采购销售及运输等业务受到一定影响,截止目前该部分影响已基本解除;公司所处行业整体受疫情影响较小,属于短期影响;但是对于国际市场开拓和订单获取,则存在一定影响.2.公司2020年第一季度非经常性损益金额约为-750万元,主要为疫情造成的停工损失,占公司2020年第一季度归属于上市公司股东的净利润的25%—35.71%,对公司一季度业绩有一定影响.

### ordinal=089 type=略减 ts_code=300049.SZ end_date=20200630 ann_date=20200711 update_flag=0
REASON: 报告期内，公司归属于上市公司股东的净利润较上年同期有所下降，导致业绩同比下降的主要原因为：受欧美地区一季度末开始的疫情爆发影响，法国子公司二季度业务开展受到了较大冲击，器械业务收入与利润同比下降。2020年半年度，非经常性损益对净利润的影响金额预计为不超过500万元。

### ordinal=090 type=略减 ts_code=300174.SZ end_date=20191231 ann_date=20200122 update_flag=0
REASON: 1、公司主营的活性炭、硅酸钠业务延续上年良好势头，业绩持续增长。2、广州原力互娱网络科技有限公司研发的游戏产品处于投入阶段，产生较大的亏损。公司已于2019年12月23日完成全部游戏资产的出售，2020年度公司经营业绩将不再受游戏资产的扰动。3、报告期内，公司非经常性损益对净利润的影响金额约-570万元。

### ordinal=091 type=略减 ts_code=300232.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 1,受新型冠状病毒肺炎疫情的影响,2020年2月全国多地实施了严格的疫情防控措施,行业上下游复工及项目招投标,项目实施进度等有所延后,导致一季度国内业绩受到短期阶段性影响.进入3月后,国内疫情控制成效显著,公司及上下游的生产经营有序恢复,国内客户订单交付,新接订单,供应链配套等逐步恢复正常,但是国外疫情的蔓延导致部分租赁类显示屏项目订单延期,公司将积极面对挑战,持续关注国外疫情的发展态势和对公司海外业务的影响情况.2,在本次疫情的影响下,公司的智慧应急,智慧医疗,智慧会议,5G智慧路灯等软硬件一体化综合解决方案得到了市场与客户的广泛认可.3,根据近期国家一系列重要会议和政策精神,“新基建”将会在疫情的影响下加速推进,公司将牢牢把握发展机遇,充分发挥前期积累的综合核心竞争力,争取实现跨越式发展.4,公司预计2020年第一季度非经常性损益对净利润的影响金额约为1,300万元.

### ordinal=092 type=略减 ts_code=300376.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 报告期内,公司受新型冠状病毒肺炎疫情影响复工时间延迟,虽复工后公司加紧排产满足客户交期,但由于大部分供应商复工延缓,物料供应迟滞和物流受阻等原因,使公司一季度营业收入有一定下滑;加之疫情防控及其它费用攀升,融资成本上升致本期财务费用有所增长,导致归属于上市公司股东的净利润较上年同期相应下降.同时,随着“新基建”建设,5G商用稳步推进的良好发展机遇,有望形成制造业新一轮高速发展周期,公司各部门及营销中心克服不利因素影响,在公司从事的高端电源装备,数据中心,5G供电,充电桩,轨道交通,储能等优势业务上加大产品研发投入和市场拓展力度,深入参与到大行业,大项目的新产品预研,方案设计当中,提升公司对项目的掌控和参与程度,为下一季度及后续的业绩实现打下基础.预计公司2020年第一季度非经常性损益金额约为600万元.

### ordinal=093 type=略减 ts_code=300522.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 1,报告期,受新型冠状病毒感染的肺炎疫情影响,全国各地实施严格的疫情防控措施,公司及上下游企业复工时间普遍延迟,物流及人员流动也受限,公司各业务板块订单需求减少,部分订单延后,导致公司第一季度经营业绩较上年同期出现一定幅度下降.随着国内疫情得到控制,市场逐步恢复,公司生产经营情况已恢复正常.后续公司将在做好疫情防控的前提下,积极采取多种措施保障生产经营有序开展.2,2020年1-3月,公司预计非经常性损益对净利润的影响金额约为95万元.

### ordinal=094 type=略减 ts_code=300652.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 2020年第一季度,由于受新型冠状病毒肺炎疫情影响,公司及行业上,下游单位复工时间延迟,物流受阻,导致公司一季度营业收入下滑,归属于上市公司股东的净利润较上年同期同比下降.公司后续将密切关注疫情进展情况并积极应对,降低疫情对公司生产,经营情况的影响.公司预计2020年第一季度非经常性损益对净利润的影响金额约为88.27万元.

### ordinal=095 type=略减 ts_code=300732.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 1、报告期内，公司归属于上市公司股东的净利润比上年同期有所下降,主要原因为受新冠疫情影响，部分客户单位复工延迟，影响了相关项目的实施进度，进而影响一季度销售收入的确认，使公司一季度归属于上市公司股东的净利润比上年同期有所下降。2、报告期内，预计非经常性损益对净利润的影响金额为300万元至600万元。

### ordinal=096 type=略减 ts_code=300564.SZ end_date=20201231 ann_date=20210129 update_flag=0
REASON: 1、2020年度，公司整体经营平稳，公司归属于上市公司股东的净利润出现小幅下降，主要原因是员工数量较上年增加导致成本费用有所增长。2、2020年度公司计提的信用减值损失同比上年增加较多，比上年同期增加约2,183万元。3、预计公司2020年度非经常性损益对净利润的影响金额约为5,854万元，主要为政府补助和理财收益。

### ordinal=097 type=略减 ts_code=300753.SZ end_date=20210930 ann_date=20211014 update_flag=1
REASON: 1.报告期内，公司围绕2021年度经营目标和工作计划，努力推进各项工作。报告期净利润同比下降的主要原因为：（1）公司于2021年3月8日披露“关于向激励对象首次授予限制性股票的公告”，并于本年度前三季度确认股权激励费用2,304.77万元。扣除股权激励费用影响，前三季度的归属于上市公司股东的净利润为6,590.51万元至7,173.08万元，同比2020年前三季度，归属于上市公司股东的净利润增长13.13%至23.13%，扣除非经常性损益后归属于上市公司股东的净利润增长20.79%至30.79%。（2）2021年第三季度归属于上市公司股东的净利润同比下降，主要系公司增加研发投入导致研发费用增加、股权激励费用确认及人才引进导致管理费用增加等所致。2.报告期内，预计非经常性损益对公司归属于上市公司股东的净利润影响金额为90万元至110万元，主要为公司取得的政府补助资金.

### ordinal=098 type=略减 ts_code=688087.SH end_date=20210630 ann_date=20210524 update_flag=1
REASON: 预计公司2021年1-6月经常性经营业绩较上年有明显上升，主要是再生塑料制品业务实现增长，且上年同期公司业绩受境内新冠疫情影响较大。

### ordinal=099 type=略减 ts_code=000829.SZ end_date=20220331 ann_date=20220414 update_flag=1
REASON: 报告期内，受疫情反复、物流受阻影响，公司主要代理品牌厂家供货不足，对经营业绩有一定影响。

### ordinal=100 type=略减 ts_code=301066.SZ end_date=20211231 ann_date=20220127 update_flag=1
REASON: 2021年度第四季度，公司的主要销售区域华东地区疫情反复较为严重，大型聚集活动减少，公司包括销售团队渠道、加盟渠道销售在内的各个渠道销售冷淡，造成公司在第四季度销售收入大幅萎缩。四季度系公司历年销售旺季，本年四季度业绩下降对公司影响较大。

### ordinal=101 type=略减 ts_code=688203.SH end_date=20220331 ann_date=20220224 update_flag=0
REASON: 公司2022年一季度预计净利润环比上升，但同比下降，主要原因系：公司原料乳酸2021年初开始的价格上涨传导至营业成本需要2-3个月时间，而国际海运费价格在2021年二季度开始了新一轮快速上涨，前述因素均主要影响公司2021年二季度及以后利润率，导致公司2021年一季度利润率处于历史较好水平；前述成本价格因素在2021年下半年出现部分回落趋势，但目前尚未恢复到2021年一季度及以前的低水平。

### ordinal=102 type=略减 ts_code=301305.SZ end_date=20230331 ann_date=20230428 update_flag=0
REASON: 2023年1-3月公司预计经营业绩同比下降，主要系：（a）中山生态环境园项目已于2022年底建设完工，2023年1-3月BOT新项目尚未开建，故未有BOT工程建设收入；（b）因去年同期生物柴油市场销售价格处于较高位，2023年1-3月生物柴油销售价格有所回落，较去年同期降幅约13.55%，导致生物柴油业务的毛利率降低。上述原因属于暂时及偶发性的，从全年来看，随着大型项目继续稳定运营、BOT新项目陆续开建、新建项目投入运营，以及生物柴油市场需求仍然旺盛等，公司预计2023年度整体经营业绩稳健向好。

