# fcst-reason-struct-pilot 输入渲染（由 sample_fcst_reason_pilot.py seed=17 生成）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/
#       non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=200 type=续亏 ts_code=002310.SZ end_date=20210930 ann_date=20211015 update_flag=1
REASON: 本期业绩预亏的主要原因1、报告期，公司子公司东方安颐(北京)城镇发展投资有限公司严控费用成本，积极推进房地产资产相关处置工作，但由于房地产市场下行、市场信心恢复缓慢等影响，公司房地产相关资产处置未达预期、未实现相关收入以及房地产合作项目亏损导致房地产板块较2022年度预计亏损增加。2、公司对截止报告期末存在减值迹象的资产进行初步减值测试，预计将计提减值总额合计约7亿元至11亿元，其中房地产合作项目预计计提减值金额5亿元至9亿元。以上为初步测算数据，最终计提减值金额将以公司聘请的审计机构审定数据为准。3、公司主营业务现代农业及健康食品产业较2022年度同比实现减亏。公司油脂业务同比实现大幅减亏，但由于国内市场消费持续低迷，油脂进口加工业务实际榨利与预期仍存在差距。受国内玉米价格持续下跌，水稻原材料价格上涨、以及市场信用风险增加等因素影响，公司大宗农产品贸易以及品牌米销售毛利率于报告期有所下降。针对以上情况，公司将持续优化主营业务结构，加强风险管控，提升经营质量，加快推进海水提钾项目，增加主营业务新的利润增长点。房地产业务方面，公司将继续尽全力盘活存量土地资产，加快资产变现，减少损失。

### ordinal=243 type=续亏 ts_code=603138.SH end_date=20231231 ann_date=20240125 update_flag=0
REASON: 本期业绩预亏的主要原因2023年年度，公司通过持续研发投入，保持技术领先和持续创新，不断提升用户应用满足度，研发费用较去年同期大幅增长；但一款新的数据库产品投入使用需要与众多的上下游软件以及硬件运行环境进行适配，具有研发周期较长、成熟周期长的特点，投入和产出存在时间差，导致公司本期业绩出现亏损。具体情况如下：1、营业收入：2023年公司营业收入共计约26,240万元，较去年同期减少约13.38%。2、研发费用：2023年公司研发费用支出共计约13,490万元，较去年同期增加约37.54%。

### ordinal=244 type=续亏 ts_code=603608.SH end_date=20231231 ann_date=20240131 update_flag=0
REASON: （一）主营业务影响目前公司主营业务包括两大板块：以多品牌全产业链一体化运营的时尚鞋履服饰业务，以及移动互联网营销业务。报告期内鞋履板块业务一方面围绕用户需求开发新品、打造爆款等积极提升产品力，应对渠道变化积极调整策略，提升各品牌价值，另一方面加强精细化运营、降本增效，但面对消费需求随着代际迁移变得更多样化、个性化，消费渠道也更为细分，鞋履板块面临经营调整的压力与挑战，整体毛利额未能覆盖刚性费用致该板块当期净利润为负值；其次，移动互联网营销业务在报告期内存量业务持续萎缩、虽积极谋求业务开拓及转型但收效甚微，亦致使该板块净利润处于亏损。（二）其他重要影响结合公司实际经营情况及行业市场变化等影响，根据《企业会计准则第18号-所得税》及相关会计政策规定，公司基于谨慎性原则冲回以前年度确认的部分递延所得税资产致所得税费用增加，导致公司2023年度净利润减少。

### ordinal=245 type=续亏 ts_code=603963.SH end_date=20231231 ann_date=20240131 update_flag=0
REASON: 本期公司经营业绩同比增亏的主要原因：受中成药集中带量采购的影响，公司主营产品销售价格和销量均有所下滑，毛利减少，导致增亏。具体情况为：一是公司主要产品参麦注射液参与的湖北19省中成药省际联盟集中带量采购未中选，中选结果于2022年4月在联盟区域内各省开始陆续执行，随后公司产品在联盟区域内销量出现持续下滑；二是公司主要产品醒脑静注射液参与的广东联盟清开灵等中药集中带量采购结果为备选，中选结果于2023年年初开始陆续执行，至2023年5月公司醒脑静注射液基本退出该联盟区域内的公立医院的销售，在该联盟区域内的销量下降；三是公司参与的2023年全国中成药采购联盟集中带量采购，联合采购办公室于6月21日发布了中选结果，公司主要产品醒脑静注射液已中选。但大多数省份集中在2023年10月31日及之后才开始执行中选结果，中选结果执行之前，经销商、医院都处于等待观望状态，在此期间订单量大幅下滑；开始执行中选结果后，虽然销量逐步回升，但由于销售价格大幅下降，导致毛利减少。

### ordinal=246 type=续亏 ts_code=688288.SH end_date=20231231 ann_date=20240131 update_flag=0
REASON: 1、2023年度，商用车产销量有所恢复，根据中国汽车工业协会发布的数据，2023年度，我国商用车产销分别完成403.7万辆和403.1万辆，同比分别增长26.8%和22.1%，景气度有所提升。另根据方得网发布的数据，2023年度我国重卡销量为91.1万辆，同比增长35.6%，但12月份销量仅5.2万辆，同比再次转跌，下滑26.7%。因此，尽管重卡全年销量同比实现增长，但四季度情况并不乐观，因此公司在商用车行业弱复苏、产品更新迭代及增加新客户新产品的影响因素下，收入实现恢复性增长。同时，由于公司产品需经过较长时间的开发，以及主机厂的验证、测试及等待车型正式推出等环节方可开始正式量产，因此2023年有多个项目尚处于开发周期内或处于小批量供应阶段，未能进入批量交付和确认收入的环节，因此在上年基数较低的情况下，营收增幅偏低，预期2024年量产交付的项目将增加。2、2023年度，由于公司不断加大乘用车、两轮车新市场的开拓，并新承接了商用车多个项目，有较多的仪表、控制器、中控屏等项目处于开发阶段，因此前期研发投入依然较大，研发费用持续增长，因此净利润的减亏幅度小于营业收入的增长幅度。

### ordinal=247 type=续盈 ts_code=002268.SZ end_date=20181231 ann_date=20181025 update_flag=0
REASON: 受宏观经济形势、市场竞争加剧等多因素影响公司业绩将在一定范围内波动。

### ordinal=248 type=续盈 ts_code=002651.SZ end_date=20181231 ann_date=20181026 update_flag=0
REASON: 经营业绩预计期间公司业绩受宏观经济及年末交货确认收入等因素影响致使公司归属于上市公司股东的净利润相应幅度的变动。

### ordinal=249 type=续盈 ts_code=002535.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 本次业绩预告修正的主要原因系公司拟对其存货、商誉计提减值准备，最终减值金额以中介机构评估、审计为准。

### ordinal=250 type=续盈 ts_code=300231.SZ end_date=20190331 ann_date=20190410 update_flag=0
REASON: 报告期内，北京银信长远科技股份有限公司（以下简称“公司”或“本公司”）保持在金融行业和运营商行业的竞争优势，公司IT基础设施服务、系统集成业务均保持良好发展态势。预计公司报告期内归属于上市公司股东的净利润与去年同期基本持平。报告期内，公司的非经常性损益预计为130.95万元，公司预计净利润为1,726.44万元至2,110.10万元之间，对本期净利润会有一定影响，非经常性损益主要为收到的政府补贴。

### ordinal=251 type=续盈 ts_code=300446.SZ end_date=20190331 ann_date=20190410 update_flag=0
REASON: 报告期内，公司信息防伪材料保持稳定，电子功能材料取得进一步的突破，营业收入和净利润与上年同期基本持平。报告期内，公司非经常性损益金额约为95.00万元。

### ordinal=252 type=续盈 ts_code=300485.SZ end_date=20181231 ann_date=20190128 update_flag=0
REASON: 报告期内，公司紧紧围绕发展战略规划开展各项业务工作，顺应医药行业市场变化，强化质量管控，积极开拓市场，同时加强内部管理，严格控制成本费用。2018年1-12月，预期业绩较上年同比持平或略有增长。预计2018年公司非经常性损益约为2000万元。

### ordinal=253 type=续盈 ts_code=002398.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 1、2020年4-6月，减水剂上游原材料价格持续上涨，幅度较大，公司终端产品售价调整存在滞后性，从而对公司当期的毛利率水平造成一定影响；2、由于近两个月公司既有市场浙江、安徽、江西、湖北、重庆、四川、贵州、云南等省多地遭受暴雨洪涝灾害，受灾地区工程项目建设恢复进度延缓，公司业务量增长不及预期。

### ordinal=254 type=续盈 ts_code=300615.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 1,报告期内,受“新型冠状病毒肺炎疫情”影响,全国各地实施严格的疫情防控措施,企业复工时间延迟,物流运输停滞,公司的主营业务收入比去年同期有所下降.2,报告期内,受汇率波动影响,汇兑收益比上年同期有所增加.3,报告期内,加强了闲置资金管理,理财收益比上年同期有所增加.受上述因素综合影响,公司本报告期归属于上市公司股东的净利润与上年同期基本持平.2020年第一季度，非经常性损益对公司净利润的影响金额约为283万元.本次业绩预告没有考虑2020年度公司“股权激励”的影响因素.

### ordinal=255 type=续盈 ts_code=688777.SH end_date=20200630 ann_date=20200604 update_flag=0
REASON: 1、受2020年上半年公司股份支付增加的影响；2、受2020年上半年非经常性损益减少的影响，非经常性损益减少主要系2020年上半年公司非流动性资产处置损益有所减少所致。

### ordinal=256 type=续盈 ts_code=300491.SZ end_date=20201231 ann_date=20210128 update_flag=0
REASON: 报告期内,尽管受到新冠疫情的不利影响,公司调动一切积极因素,充分发挥自身的营销推广和技术研发优势,在智能电网,新能源汽车和军工装备三大战略领域的营业收入均实现增长,确保了公司经营业绩的稳定和运营质量的提升.报告期内,公司预计非经常性损益对净利润的影响金额约为794万元,主要为政府补助.

### ordinal=257 type=续盈 ts_code=300709.SZ end_date=20220331 ann_date=20220409 update_flag=1
REASON: 1、报告期内，受国内疫情影响，部分地区实行封控管理，为尽可能的减少疫情对生产经营所带来的的影响，公司董事会和管理层积极采取各项有效应对措施，保障了生产的稳定性和连续性。但一方面因疫情影响，下游部分客户的需求延后，另一方面从三月中旬开始，物流陆续受到疫情影响而中断或者下降，导致公司无法及时发货，销售收入不及预期，部分订单将延续到二季度交付完成。2、报告期内，与上年同期相比，公司收购的常州瑞点精密科技有限公司和深圳市安特信技术有限公司（以下简称“安特信”）纳入公司合并报表范围，对公司业务规模的扩大有着一定的积极作用。其中安特信在报告期内仍处于研发投入期和爬坡期，固定成本和费用支出较多，综合盈利能力有待持续改善。3、报告期内，随着公司业务板块的逐步多元化，加大了对新项目、新材料、新技术的研发投入；且随着公司资产规模的逐步扩大，研发费用和固定资产折旧费用同比有所增长。4、报告期内，预计公司2022年第一季度非经常性损益对净利润的影响金额约为1,000万元，主要系计入损益的政府补助收入及投资收益等所致。

### ordinal=258 type=续盈 ts_code=688496.SH end_date=20221231 ann_date=20221209 update_flag=1
REASON: 主要系电子纸模组产品收入增长迅速所致。

### ordinal=259 type=续盈 ts_code=001239.SZ end_date=20231231 ann_date=20231122 update_flag=0
REASON: 截至2023年10月末，发行人的在手订单金额为48,451.28万元（含税金额）。随着盾体和风电行业向着大型化趋势发展，且双馈风电机组需求增加，发行人目前在手订单充足。

### ordinal=260 type=续盈 ts_code=301371.SZ end_date=20230630 ann_date=20230711 update_flag=0
REASON: 公司持续推出新品，并积极拓宽线上销售渠道，宣传推广费用相应增加，因而净利润增速预计略缓于收入增速。

### ordinal=261 type=续盈 ts_code=002200.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 1.报告期内公司积极开展业务拓展工作，按计划有序推进了新增和存量重点工程项目的实施，实现营业收入较上年同期增长。同时，报告期公司加大债权清收力度，收回部分债权冲回坏账，对公司当期损益产生积极影响。2.报告期内，公司计入当期的非经常性损益对归属于上市公司股东的净利润的影响金额约2,500万元至3,000万元，导致公司扣除非经常性损益后的净利润为亏损。

### ordinal=262 type=预减 ts_code=002084.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 2018年度公司加速深化转型升级战略，积极进入国内内装工业化部品部件及服务市场，大力发展定制整装卫浴、橱柜、智能家居等自有品牌的内销业务。在定制整装卫浴的布局与整合方面，与友邦吊顶合资设立集致装饰深入推进装配式内装技术及产业发展，完成收购苏州有巢氏股权及设立青岛海鸥福润达的布局，通过拟收购雅科波罗橱柜将卫浴的部品部件延伸至厨房空间以为未来拓展定制整体厨房业务打下坚实基础；在智能家居方面，投资设立贝喜欧、吉门第、云变科技进行智能马桶、智能门锁、健康类产品的研发制造和销售；在卫浴方面，四维卫浴在积极加大品牌布局、扩充产品线、产能，珠海铂鸥及母公司也加大了配套产品的投入；新产业链布局尚在培育期，同时，中美贸易摩擦存在加剧并长期化的极大可能性，而原主业与客户谈判调价也因故滞后，造成公司必须要加大投入，加速转型，以有利于公司的长远发展，但难免在收入和成本方面均面临了较大的短期压力。2018年度经营业绩预计增长幅度为-70%~-20%之间。

### ordinal=263 type=预减 ts_code=002157.SZ end_date=20181231 ann_date=20181018 update_flag=0
REASON: 业绩较上年下降幅度较大主要是由于生猪销售价格较上年下降幅度较大所致。

### ordinal=264 type=预减 ts_code=002388.SZ end_date=20181231 ann_date=20181024 update_flag=0
REASON: 1、公司预计业绩较上年同期变动较大主要因上年同期公司收到广东富源科技股份有限公司承诺利润补偿款；2、公司业绩情况受当前宏观经济环境和市场变化等多种因素影响；3、公司业务及产品转型对业绩有一定影响。

### ordinal=265 type=预减 ts_code=300018.SZ end_date=20180930 ann_date=20181015 update_flag=0
REASON: 1、公司加大市场开拓、新产品研发投入，销售费用及研发费用增加；2、子公司江苏世轩科技股份有限公司合同订单量减少，经营业绩较去年同期下降。2018年前三季度业绩预告.

### ordinal=266 type=预减 ts_code=000548.SZ end_date=20181231 ann_date=20190126 update_flag=0
REASON: 1.去年同期公司全资子公司——湖南现代投资置业发展有限公司向交通银行湖南省分行出售湖南投资大厦商品房和车位，该宗交易确认收入为74,838万元,实现净利润为10,862万元，本期无此项收入及利润；2.本期公司绕城公路西南段分公司收入较去年同期增加约2,300万元，相应利润增加。

### ordinal=267 type=预减 ts_code=002061.SZ end_date=20190930 ann_date=20190829 update_flag=0
REASON: 预测期内，公司基建板块继续抢抓国家基建补短板机遇，加大市场拓展力度，积极推进省内外、海外市场拓展，加速推进建筑工业化建筑模式转型，2019年1-9月预计实现净利润4.85亿元至5.31亿元。受化工行业周期性影响，公司化工产品聚碳酸酯（PC）和顺酐价格同比下降幅度明显，原材料价格保持稳定，导致化工产品价格与原材料价差持续缩减，2019年1-9月预计亏损5000万元至亏损4000万元。

### ordinal=268 type=预减 ts_code=002151.SZ end_date=20190930 ann_date=20191015 update_flag=1
REASON: 根据最新的《企业会计准则及应用指南》规定，非交易性权益工具投资，企业将其指定为以公允价值计量且其变动计入其他综合收益的金融资产，其公允价值的后续变动计入其他综合收益，不需计提减值准备。故本报告期内公司将Fathom的减值损失调整为其他综合收益，影响归属于上市公司股东的净利润约3,000万元。

### ordinal=269 type=预减 ts_code=002258.SZ end_date=20191231 ann_date=20191026 update_flag=0
REASON: 公司核心产品因市场竞争加剧，产品价格大幅下滑，同时，受广安基地运营成本增加以及部分原材料价格上涨的影响，公司主要产品利润贡献率下降。

### ordinal=270 type=预减 ts_code=002708.SZ end_date=20190630 ann_date=20190425 update_flag=0
REASON: 受公司主营业务所处行业影响，自动变速器快速替代手动变速器，公司子公司产品销量较预期下降明显，致使公司营业收入减少。

### ordinal=271 type=预减 ts_code=002813.SZ end_date=20181231 ann_date=20190126 update_flag=0
REASON: 1、公司已于2018年12月完成了郑州市路畅电子科技有限公司股权转让的工商变更手续并向买方移交了其控制权，同时按股权转让合同收到首期款，公司按照会计准则相关规定将该股权转让交易在2018年确认了收益。2、公司的前装销售额较2017年度大幅上升，部分毛利较低的前装项目销售量占比超过预期，影响了公司整体利润。3、公司根据2018年汽车行业的变化结合公司实际情况，对存货、开发支出、应收账款等相关资产科目做了减值测试，研发费用和资产减值损失超过预期。

### ordinal=272 type=预减 ts_code=002824.SZ end_date=20190930 ann_date=20191012 update_flag=0
REASON: 公司2019年度前三季度归属于上市公司股东的净利润同比下降，主要原因有：公司管理费用因股权激励有所增长、研发投入及财务费用同比增加较多。

### ordinal=273 type=预减 ts_code=002829.SZ end_date=20190630 ann_date=20190715 update_flag=0
REASON: 报告期内，公司利润同比下降。主要原因如下：1、当期新增订单量虽高于上年同期，但尚未达到收入确认条件；2、退税手续延后，本期应收的退税金额较上年同期大幅减少；3、研发投入较大，影响当期利润。

### ordinal=274 type=预减 ts_code=300086.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 公司预测2018年度的净利润为盈利，并与上年同期相比有一定幅度的下降，其主要原因是：1．2018年7月将非同一控制下的广东康芝医院管理有限公司纳入合并范围；2018年8月将同一控制下的中山爱护日用品有限公司纳入合并范围，因此，2018年度未经审计营业收入比去年同期有大幅增加，增加幅度在70%-85%之间。2．本报告期使用募集资金及部分自有资金进行股权收购业务，因此可利用于购买银行理财产品的本金减少，其理财投资收益较去年同期相比有明显减少。3．本报告期因新产品研发投入及产品一致性评价投入增加，导致本报告期内未经审计研发费用比去年同期有大幅增加，增加幅度在130%-180%之间。4．2018年7月将非同一控制下的广东康芝医院管理有限公司及其控股子公司云南九洲医院有限公司、昆明和万家妇产医院有限公司纳入合并范围，根据会计准则的规定，纳入合并期间为2018年7月-12月份，因此，上述新增合并主体对公司经营净利润的贡献只能按照持股比例贡献半年，未完整体现新增合并主体的盈利能力。非经常性损益对净利润的影响金额预计为1650万元至2200万元。

### ordinal=275 type=预减 ts_code=300195.SZ end_date=20190331 ann_date=20190410 update_flag=0
REASON: 1、公司一季度产品发出较少，营业收入较上年同期有所下降。一季度销售凹印机数量较多但其生产周期较长，故导致一季度发机量较少。2、公司全资子公司天津长荣云印刷科技有限公司（以下简称“长荣云印刷”）收入同比下降，影响公司盈利水平；同时公司在2018年4月收购了长荣云印刷49%的股权，长荣云印刷纳入公司合并报表范围100%，故归属母公司的盈利水平受到了影响。3、公司各项经营活动按照年度计划有序推进，在稳定原有客户群的同时加大对新客户的开拓力度，持续调整客户结构，优化资源配置，不断提高主营业务盈利能力，产品毛利率不断提升。

### ordinal=276 type=预减 ts_code=300251.SZ end_date=20190331 ann_date=20190410 update_flag=0
REASON: 1.报告期内，公司参与投资、发行并计入本报告期票房的影片共四部，总票房为23.31亿元，其中：报告期内上映了《疯狂的外星人》《四个春天》《夏目友人帐》《阳台上》四部影片。电影业务利润较上年同期下降，主要是本报告期的电影成本较上年同期有所上升所致。2.报告期内，公司确认了《八分钟的温暖》《逆流而上的你》《听雪楼》的电视剧投资发行收入，电视剧业务利润较上年同期下降。3.公司预计2019年第一季度非经常性损益为2,600-3,200万元，较上年同期大幅减少，主要是上年同期，公司确认了出售所持有的新丽传媒股份有限公司的股份产生的投资收益较高所致。

### ordinal=277 type=预减 ts_code=300374.SZ end_date=20190331 ann_date=20190320 update_flag=0
REASON: 报告期内，公司经营业绩较上年同期相比业绩同比下降，主要原因为：第一季度为公司传统销售淡季，2019年第一季度与上年同期相比政府审计项目结算增加金额较少。报告期内，归属于上市公司股东的非经常性损益金额预计200万元。

### ordinal=278 type=预减 ts_code=300671.SZ end_date=20190331 ann_date=20190410 update_flag=0
REASON: 1、本报告期内，受中美贸易战持续影响，公司相关产品销售价格下降，相对于去年同期行业景气带来的高毛利差异较大，导致单季盈利同比减少。2、报告期内，预计非经常性损益对净利润的影响金额约为160万元，上年同期非经常性损益对净利润的影响金额约为280万元。主要是由于本报告期内收到的政府补助较上年同期减少。

### ordinal=279 type=预减 ts_code=600381.SH end_date=20181231 ann_date=20190131 update_flag=0
REASON: 1.公司受预告期内国内宏观经济环境波动、经济下行等外部环境不确定性因素的影响，整体经营出现下滑；2.公司冬虫夏草类产品业务受冬虫夏草相关政策的影响，营业收入和利润同比降幅较大；3.公司于2018年第二季度开拓了酒板块新业务，规划了此业务的长远发展，在销售渠道建设和产品推广方面投入的费用较大，现正处于市场培育阶段，尚未取得相匹配的利润；4.公司预告期内根据市场环境情况，为降低风险减少了对外投资额度，同时受市场大环境波动的影响，投资回报率同比降幅较大。

### ordinal=280 type=预减 ts_code=600793.SH end_date=20191231 ann_date=20191031 update_flag=1
REASON: 为减少宏观经济环境对公司的影响，公司“内外兼修”积极应对严峻的市场环境。对内不断挖掘自身潜力，降本增效；对外全力以赴做好产品的营销策划工作，全力拓展产品市场，提升产品销量。预计下一季度仍将出现经营性亏损。

### ordinal=281 type=预减 ts_code=601020.SH end_date=20190630 ann_date=20190731 update_flag=0
REASON: （一）主营业务方面的影响:一是2019年上半年，虽然银价近期有所抬升，公司主要产品铅锑精矿（含银）、锌精矿,其中铅、锑、锌金属价格较去年同期有较大幅度下降；二是本期期初存货较去年同期减少；三是本期生产周期短导致生产量降低。（二）非经营性损益方面的影响:2019年上半年公司收到收益相关的财政扶持款1,638.41万元。（三）其他影响:公司不存在其他对业绩预减构成重大影响的因素。

### ordinal=282 type=预减 ts_code=000526.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 2020年上半年,受到新冠肺炎疫情的影响,公司部分线下教育培训业务长时间处于停滞状态,公司积极应对,将部分存量线下课程转为线上教学模式来降低疫情对存量业务的不利影响.截至目前,公司线下教育培训业务已陆续开展,公司二季度经营较一季度有所好转.但公司运营成本相对刚性,导致公司2020年度上半年净利润较上年同期大幅下降.

### ordinal=283 type=预减 ts_code=000636.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 报告期，全球电子元器件市场在经历了2018年的高速增长后，受国际贸易摩擦及市场去库存等影响，行业在前三季度呈现整体需求放缓，公司部分主营产品市场订单与价格明显下滑。第四季度末，市场需求企稳回升，但与2018年的市场高峰期仍有较大差距。受上述影响，公司预计2019年归属于上市公司股东的净利润为27,000万元至40,000万元，同比下降60.68%-73.46%。

### ordinal=284 type=预减 ts_code=002193.SZ end_date=20200630 ann_date=20200430 update_flag=0
REASON: 受新型冠状病毒肺炎疫情影响，国内外市场紧缩，公司生产经营受到影响。公司预计1-6月份营业收入较去年同期减少，经营业绩下降。

### ordinal=285 type=预减 ts_code=002347.SZ end_date=20200930 ann_date=20201014 update_flag=0
REASON: 2020年前三季度，受疫情影响，公司营业收入整体下降，利润下降。第三季度，随着国内疫情控制，经济逐步上行，市场需求转好，公司制定有效经营措施，营业收入同比增长，利润增长。

### ordinal=286 type=预减 ts_code=002393.SZ end_date=20201231 ann_date=20201230 update_flag=0
REASON: 1,受新型冠状病毒疫情影响,非急症患者去医院次数减少,进而影响医院端慢病用药数量;“4+7”带量采购影响,药品价格下降.2,公司终止23价肺炎球菌多糖疫苗项目,本年将对相关资产计提减值准备约6000万元,该项减值损失计入公司2020年度合并损益,相应公司2020年度合并报表归属于母公司所有者的净利润减少约6000万元,最终数据以会计师事务所审计的财务数据为准.

### ordinal=287 type=预减 ts_code=002503.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 报告期内,受疫情的影响及市场环境的影响,公司供应链管理业务及品牌服饰业务营业收入下降所致.

### ordinal=288 type=预减 ts_code=002645.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 2020年第一季度,受突发新冠肺炎疫情影响,全国各地实施严格的疫情防控措施,上下游企业复工时间延迟,物流及人员流动受限,导致公司第一季度营业收入大幅减少,实现净利润相应减少.但公司在抗击疫情的同时,及时组织公司复工复产,努力将不利影响降至最低.公司后续将密切关注疫情进展情况并积极应对,确保各项工作正常开展.

### ordinal=289 type=预减 ts_code=002674.SZ end_date=20200930 ann_date=20201013 update_flag=0
REASON: 公司2020年前三季度业绩较上年同期相比下降的主要原因为：受新冠肺炎疫情的影响，公司第一季度无法正常复工，对公司生产经营产生较大影响；以及公司半年度计提存货跌价准备3,172.14万元，致公司前三季度业绩仍较上年同期下降。公司2020年第三季度业绩较上年同期相比上升的主要原因为：公司从第二季度开始，在做好疫情防控的同时全面复工复产，产销量大幅回升。到第三季度，公司销量较上年同期略有增长，同时，由于原料皮成本下降，公司毛利率有所提升，使第三季度净利润较上年同期大幅增长。

### ordinal=290 type=预减 ts_code=002722.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 2020年第一季度,受新冠肺炎疫情影响,公司及上下游企业复工时间延迟,一季度公司生产经营时间较上年同期减少较多,且复工后存在交通受限,物流不畅等情况,导致公司一季度营业收入同比下降23%左右,实现归属于上市公司股东的净利润同比下降.公司在积极做好疫情防控工作的同时全力推进复工复产,后续将密切关注疫情进展情况并积极应对,降低疫情对公司生产,经营的影响.

### ordinal=291 type=预减 ts_code=002859.SZ end_date=20191231 ann_date=20200131 update_flag=0
REASON: 公司预计2019年年度业绩同向下降，主要原因如下：1、报告期内，受国际贸易争端、产业链下游去库存及计提股权激励费用等因素影响导致净利润下降。另外，电子信息产品处于换代过渡期，在一定阶段内影响了公司订单量；受木浆采购周期影响，公司主要原材料木浆成本直到第四季度才逐步回落到相对低位。同时，报告期末，人民币兑美元汇率的大幅波动，对公司业绩也有一定的负面影响。2、报告期内，为了进一步提升公司产品在日韩客户中的份额，公司在四季度对部分产品价格进行了适当下调；同时，公司2019年利用行业调整的时期，在精细化管理方面做了较大的提升。在上述措施的共同作用下，公司产品在日韩客户中的份额已经有了较明显的提升。从下游客户反馈的情况来看，行业已经恢复到正常状态，2019年11月以来，公司订单及产销量已经恢复正常。随着5G技术应用的加速落地，行业景气度将持续走强，公司对未来发展充满信心。

### ordinal=292 type=预减 ts_code=300170.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 1,2020年第一季度,受外部经济环境以及企业级IT服务市场变化的影响,来自ERP领域的需求出现了放缓的迹象,但围绕ERP外围的IT需求呈现较为显著的增加,ERP加公司自主产品的多系统联合实施项目的商机明显增多,为应对宏观经济形势和市场需求的变化,公司在报告期内继续加大对自主产品的研发和实施,并进行了人员结构的优化和内部资源的调配,从而对本报告期业绩造成了一定的拖累;另外,公司历年来主营收入中来自于老客户的占比较高,高质量,粘性强的老客户群体是公司在疫情期间保持业务正常运作的基础,同时公司也采取了各种措施来保证及时复工复产,推进日常业务的开展,但部分地区的出行管制对复工效率仍造成了一定影响.因此,报告期内归属于上市公司股东的净利润同比下降.2,报告期内非经常性损益约为1050万元(已扣除所得税影响),去年同期为829.23万元。

### ordinal=293 type=预减 ts_code=300279.SZ end_date=20200630 ann_date=20200428 update_flag=1
REASON: 新型冠状病毒肺炎疫情的影响，公司各业务板块在本报告期均受到了不同程度的挑战。鉴于目前疫情仍在全球范围内蔓延，并且持续影响各行业上下游之间的联动发展，加速和扩大了各产业链条之间的风险传导，公司物联网业务、教育业务也在其中，对公司各项业务的经营成果也将造成不同程度的不利影响，预计年初至下一报告期期末的累计净利润存在大幅下滑的风险。

### ordinal=294 type=预减 ts_code=300289.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 1、报告期内，公司完成对原控股子公司吉林利德曼医疗器械有限公司、武汉利德曼医疗器械有限公司的股权处置，公司合并范围减少，而新投资的国拓（厦门）冷链物流有限公司、湖南利德曼医疗器械有限公司纳入合并报表范围时间较晚，导致公司整体营业收入和净利润较上年同期大幅下降。2、公司对合并报表范围内的2019年度各类资产进行了全面清查，预计本期计提资产减值准备金额约为1,425.64万元，较上年同期有所增加，具体数据以年审会计师的审核结果为准。3、本期预计非经常性损益对净利润的影响为218.81万元，主要为政府补助款；上年同期非经常性损益对净利润的影响为443.08万元，主要为政府补助款。

### ordinal=295 type=预减 ts_code=300409.SZ end_date=20191231 ann_date=20200116 update_flag=0
REASON: 1、2019年上半年钴产品价格快速下跌，导致公司存货可变现净值下降，本着谨慎性原则，公司在报告期内对存货计提存货跌价准备，对公司的利润产生较大的影响。2、报告期内，公司积极应对市场和政策环境变化，继续聚焦新能源材料（钴盐、三元前驱体、石墨烯和碳纳米管导电剂）和陶瓷材料业务，经过不懈努力，公司盈利能力稳步恢复，发展势头良好。3、2019年度非经常性损益约为1,700万元。

### ordinal=296 type=预减 ts_code=600548.SH end_date=20201231 ann_date=20201030 update_flag=1
REASON: 受疫情及疫情期间高速公路免费政策影响，本集团经营和投资的收费公路路费收入在2020年1-9月同比普遍下降明显，导致本集团录得的净利润同比下降约70%。预计本集团于2020年全年的净利润仍受该等因素的负面影响。另一方面，2019年本集团还确认了沿江公司相关递延所得税资产以及贵州圣博等四家子公司股权处置收益，对上年度的净利润产生正面贡献6.02亿元。受以上因素的综合影响，预计本集团2020年度将会出现净利润同比大幅下降的情况，但本公司目前无法基于可获取的信息作出更为准确的预测。本公司对此将予以密切关注，并及时履行信息披露义务，敬请股东及投资者注意投资风险。

### ordinal=297 type=预减 ts_code=600775.SH end_date=20200930 ann_date=20200828 update_flag=0
REASON: 因行业市场竞争加大，公司智能工厂及系统工程业务本期收入减少、效益下滑。另“新冠”肺炎疫情及其防控措施对公司的生产和经营造成了一定影响。

